Genotype,Evo.trt,ontology.aspect,order,GOID,TERM,CORRECTED_PVALUE,UNCORRECTED_PVALUE,NUM_LIST_ANNOTATIONS,LIST_SIZE,TOTAL_NUM_ANNOTATIONS,POPULATION_SIZE,FDR_RATE,EXPECTED_FALSE_POSITIVES,ANNOTATED_GENES
all.pooled,L,component,9,GO:0043227,membrane-bounded organelle,0.005862503,2.53E-05,151,195,4577,7166,0.00%,0,"YPR026W, YDR297W, YDR299W, YKL179C, YNL127W, YKL164C, YDR265W, YMR052W, YBR112C, YJL019W, YDR174W, YER014W, YKL197C, YAL035W, YKL109W, YLR336C, YLR238W, YLR426W, YPL216W, YLR318W, YNL082W, YLL036C, YDR464W, YBR140C, YER111C, YML034W, YER017C, YLR183C, YLR309C, YNCC0009C, YDL202W, YIL038C, YDL029W, YGR207C, YIR019C, YLR256W, YOR373W, YIL019W, YPR095C, YPL190C, YKL129C, YDR135C, YLR175W, YLR371W, YLR084C, YOR308C, YMR205C, YJL133C-A, YOR172W, YKL029C, YLR373C, YMR276W, YBR097W, YKL089W, YGR178C, YDR081C, YBR083W, YDL122W, YGL197W, YKR095W, YLR436C, YGL022W, YDR285W, YNL172W, YLR207W, YDR069C, YDR217C, YJR134C, YDL203C, YGL086W, YNL104C, YDR443C, YCR011C, YDR173C, YHR034C, YMR164C, YDR138W, YJL157C, YMR043W, YPL012W, YOL013C, YFL033C, YPL051W, YPL083C, YGR013W, YJR126C, YNL288W, YPR154W, YDL215C, YFR045W, YMR189W, Q0045, YDR485C, YCR018C, YNR032W, YNL273W, YAL048C, YDL102W, YBR150C, YNR041C, YPL016W, YJR131W, YBR235W, YOR330C, YKR098C, Q0070, YLR176C, YIL149C, YOR009W, YML029W, YOL081W, YDR294C, YPR024W, YOR166C, YAL009W, YKL171W, YPL103C, YBR169C, YPL243W, YJL134W, YLR399C, YML023C, YFL007W, YPR164W, YOR043W, YER001W, YKR082W, YBR263W, YPL177C, YOR070C, YGL004C, YDR137W, Q0140, YML074C, YLR451W, YFL011W, YBR274W, YFR008W, YNL251C, YLL013C, YEL050C, YHL030W, YGL093W, YJR127C, YNL023C, YGL008C, YER133W, YMR008C, YPL111W, YJR045C, YGR159C"
all.pooled,L,function,1,GO:0050789,regulation of biological process,6.66E-12,6.40E-15,97,195,1744,7166,0.00%,0,"YBR083W, YDL203C, YPR164W, YBR140C, YFR016C, YOR043W, YPL111W, YJL057C, YOL081W, YDL029W, YKL109W, YDR217C, YML029W, YBR274W, YLR084C, YML074C, YFR008W, YJR045C, YNR032W, YLR238W, YLR399C, YIL147C, YJL165C, YLR373C, YGL178W, YER111C, YFL033C, YKR082W, YDR294C, YGL197W, YPR095C, YLR207W, YOR172W, YJR033C, YBR112C, YDR138W, YOR373W, YDR069C, YHR149C, YMR043W, YKL197C, YNL288W, YGL093W, YAL009W, YNL172W, YAL036C, YNL023C, YOL013C, YJL157C, YOR166C, YPL177C, YLR019W, YDR464W, YLR371W, YIL149C, YDL122W, YNL127W, YJR127C, YDR443C, YDR285W, YMR052W, YFL007W, YAR019C, YNL273W, YDR173C, YPR154W, YDR081C, YAL048C, YKL129C, YCR018C, YDR485C, YGR178C, YBR097W, YGL014W, YJL042W, YDR135C, YPL190C, YBR150C, YKL171W, YDR174W, YPL016W, YNL251C, YER133W, YLR256W, YGL008C, YGL086W, YLR451W, YMR164C, YAL035W, YKR095W, YIL038C, YLR183C, YJL134W, YLR176C, YIL169C, YFR022W, YLL013C"
all.pooled,L,function,2,GO:0050794,regulation of cellular process,1.60E-10,1.54E-13,90,195,1619,7166,0.00%,0,"YCR018C, YAL048C, YKL129C, YPR154W, YDR173C, YDR081C, YBR097W, YGR178C, YDR485C, YJR127C, YNL127W, YDL122W, YIL149C, YAR019C, YFL007W, YNL273W, YDR285W, YDR443C, YMR052W, YLR019W, YPL177C, YJL157C, YOL013C, YLR371W, YAL036C, YNL172W, YNL023C, YJL134W, YIL038C, YAL035W, YFR022W, YLL013C, YIL169C, YLR176C, YLR256W, YMR164C, YGL008C, YGL086W, YLR451W, YDR174W, YKL171W, YBR150C, YER133W, YPL016W, YGL014W, YDR135C, YJL042W, YLR399C, YLR238W, YNR032W, YBR274W, YML029W, YFR008W, YJR045C, YML074C, YLR084C, YDL029W, YJL057C, YPL111W, YOL081W, YDR217C, YKL109W, YDL203C, YBR083W, YOR043W, YFR016C, YBR140C, YPR164W, YNL288W, YMR043W, YHR149C, YAL009W, YGL093W, YBR112C, YJR033C, YOR172W, YOR373W, YDR069C, YDR138W, YDR294C, YKR082W, YFL033C, YER111C, YLR207W, YPR095C, YGL197W, YJL165C, YIL147C, YLR373C, YGL178W"
all.pooled,L,function,3,GO:0065007,biological regulation,1.40E-09,1.34E-12,105,195,2142,7166,0.00%,0,"YOR043W, YBR140C, YFR016C, YPR164W, YMR189W, YDL203C, YBR083W, YDR217C, YKL109W, YDL029W, YBR235W, YJL057C, YPL111W, YOL081W, YJR045C, YFR008W, YML074C, YLR084C, YBR274W, YML029W, YLR399C, YLR238W, YNR032W, YLR373C, YGL178W, YJL165C, YIL147C, YLR207W, YPR095C, YGL197W, YKR082W, YDR294C, YHR034C, YFL033C, YER111C, YDR069C, YOR373W, YDR138W, YBR112C, YJR033C, YOR172W, YAL009W, YGL093W, YLR318W, YKL197C, YNL288W, YMR043W, YHR149C, YNL023C, YAL036C, YNL172W, YLR371W, YLR019W, YDR464W, YOR166C, YPL177C, YJL157C, YOL013C, YFL007W, YAR019C, YNL273W, YDR443C, YDR285W, YMR052W, YJR127C, YDL122W, YNL127W, YIL149C, YGR178C, YBR097W, YDR485C, YCR018C, YKL129C, YAL048C, YJL129C, YPR154W, YDR173C, YDR081C, YDR135C, YPL190C, YJL042W, YGL014W, YOR070C, YER133W, YPL016W, YNL251C, YDR174W, YKL171W, YBR150C, YMR164C, YGL008C, YGL086W, YLR451W, YLR256W, YFR022W, YMR205C, YLL013C, YBR263W, YLR176C, YIL169C, YJL134W, YLR183C, YKR095W, YIL038C, YAL035W"
all.pooled,L,function,4,GO:0048522,positive regulation of cellular process,3.44E-06,3.30E-09,48,195,730,7166,0.00%,0,"YER111C, YFL033C, YKR082W, YPR095C, YPL016W, YER133W, YJL165C, YGL178W, YMR043W, YIL038C, YNL288W, YLR176C, YLL013C, YFR022W, YAL009W, YBR112C, YLR256W, YGL086W, YLR451W, YDR138W, YGL008C, YOR373W, YMR164C, YDL029W, YLR019W, YKL109W, YDR217C, YLR371W, YBR083W, YAL036C, YDL203C, YFR016C, YOR043W, YDR081C, YPR154W, YDR173C, YKL129C, YLR399C, YGR178C, YBR097W, YML029W, YNL127W, YDR285W, YDR443C, YLR084C, YAR019C, YFL007W, YJR045C"
all.pooled,L,function,5,GO:0048518,positive regulation of biological process,1.09E-05,1.05E-08,48,195,756,7166,0.00%,0,"YPL016W, YPR095C, YER133W, YER111C, YFL033C, YKR082W, YGL178W, YJL165C, YLR176C, YLL013C, YFR022W, YAL009W, YMR043W, YIL038C, YNL288W, YGL086W, YLR451W, YGL008C, YDR138W, YOR373W, YMR164C, YBR112C, YLR256W, YKL109W, YDR217C, YLR371W, YDL029W, YLR019W, YFR016C, YOR043W, YBR083W, YAL036C, YDL203C, YGR178C, YBR097W, YPR154W, YDR081C, YDR173C, YKL129C, YLR399C, YDR285W, YDR443C, YLR084C, YFL007W, YAR019C, YJR045C, YML029W, YNL127W"
all.pooled,L,function,6,GO:0048519,negative regulation of biological process,3.30E-05,3.17E-08,47,195,757,7166,0.00%,0,"YLR399C, YPR154W, YDR173C, YNR032W, YGR178C, YDL122W, YNL127W, YBR274W, YAR019C, YNL273W, YML074C, YDR285W, YDR443C, YOR166C, YPL177C, YLR019W, YDR464W, YOL081W, YJL157C, YDR217C, YOR043W, YPR164W, YBR140C, YNL023C, YMR043W, YHR149C, YKR095W, YNL288W, YIL038C, YAL009W, YLL013C, YLR176C, YGL093W, YBR112C, YLR256W, YLR451W, YGL086W, YKR082W, YER133W, YLR207W, YGL197W, YNL251C, YIL147C, YGL014W, YPL190C, YJL042W, YGL178W"
all.pooled,L,function,7,GO:0050896,response to stimulus,6.96E-05,6.68E-08,66,195,1296,7166,0.00%,0,"YJL165C, YIL147C, YDR135C, YKL171W, YFL033C, YLR426W, YER111C, YDR294C, YKR082W, YLR309C, YPL016W, YPR095C, YGL197W, YLR207W, YER133W, YNL082W, YDR406W, YLR256W, YBR112C, YGL086W, YDR138W, YGL008C, YMR276W, YDR069C, YJR131W, YKR095W, YPL051W, YDL102W, YJL134W, YLR183C, YLL036C, YIL169C, YFR022W, YBR083W, YDL203C, YAL036C, YBR140C, YPR164W, YML023C, YOR043W, YLR336C, YJL157C, YOL013C, YOL081W, YJL057C, YLR019W, YKL109W, YLR371W, YDR217C, YML029W, YIL149C, YBR274W, YNL127W, YMR052W, YDR443C, YFR008W, YJR045C, YNL273W, YFL007W, YLR238W, YKL129C, YAL048C, YLR399C, YHL030W, YGR178C, YBR097W"
all.pooled,L,function,8,GO:0051716,cellular response to stimulus,0.000106535,1.02E-07,60,195,1138,7166,0.00%,0,"YPL016W, YPR095C, YLR309C, YGL197W, YLR207W, YER133W, YKL171W, YFL033C, YER111C, YDR294C, YKR082W, YJL165C, YIL147C, YLL036C, YIL169C, YFR022W, YKR095W, YJR131W, YDL102W, YPL051W, YJL134W, YLR183C, YGL008C, YDR138W, YGL086W, YMR276W, YNL082W, YLR256W, YBR112C, YKL109W, YLR371W, YDR217C, YJL157C, YJL057C, YOL081W, YOL013C, YLR019W, YBR140C, YPR164W, YML023C, YOR043W, YBR083W, YDL203C, YAL036C, YHL030W, YBR097W, YGR178C, YAL048C, YLR238W, YLR399C, YMR052W, YDR443C, YJR045C, YFR008W, YFL007W, YNL273W, YML029W, YIL149C, YBR274W, YNL127W"
all.pooled,L,function,9,GO:0019222,regulation of metabolic process,0.000172469,1.66E-07,63,195,1239,7166,0.00%,0,"YPL190C, YLR373C, YGL178W, YGL014W, YIL147C, YLR207W, YER133W, YPL016W, YNL251C, YKR082W, YDR174W, YFL033C, YER111C, YBR150C, YMR164C, YDR069C, YDR138W, YLR451W, YLR256W, YBR112C, YOR172W, YAL009W, YFR022W, YLL013C, YLR176C, YLR183C, YKR095W, YNL288W, YIL038C, YAL035W, YMR043W, YOR043W, YNL023C, YBR140C, YBR083W, YDR217C, YKL109W, YLR019W, YDR464W, YOR166C, YPL177C, YJL157C, YJL057C, YPL111W, YJR045C, YFL007W, YNL273W, YDR443C, YDR285W, YBR274W, YJR127C, YDL122W, YNL127W, YIL149C, YML029W, YBR097W, YGR178C, YDR485C, YLR399C, YCR018C, YDR173C, YDR081C, YNR032W"
all.pooled,L,function,10,GO:0009987,cellular process,0.000660809,6.35E-07,171,195,5256,7166,0.00%,0,"YGR159C, YGL086W, YLR451W, YMR164C, YJR131W, YIL038C, YAL035W, YDL102W, YDR265W, YJL134W, YLR183C, YIL169C, YFR022W, YLL013C, YBR263W, YDR137W, YJL042W, YKL171W, YDR299W, YBR150C, YDR174W, YER001W, YER133W, YIL149C, YJR127C, YDL122W, YDR443C, YNL273W, YAL048C, YJL129C, YDR173C, YBR169C, YCR018C, YDR485C, YEL050C, YNL172W, YIL019W, YAL036C, YNL023C, YML034W, YPR026W, YJL157C, YJR061W, YOL013C, YPL177C, YLR436C, YNCC0008W, YBR112C, YDR138W, YMR276W, YKL179C, YPL083C, YNL288W, YKL197C, YGL093W, YIL147C, YGL178W, YOL066C, YMR008C, YOR308C, YER111C, YDR294C, YLR207W, YER014W, YML029W, Q0070, YLR084C, YJR045C, YPL012W, YML074C, YNR032W, YLR399C, YDL045C, YGL004C, YBR140C, YFR016C, YPR164W, YJL057C, YKL109W, YIR019C, YPR204W, YLR256W, YGL008C, YKR095W, YDR297W, YEL077C, YLL036C, YLR176C, YJL019W, YMR205C, YGL014W, YOR009W, Q0045, YOL091W, YDR135C, YPL190C, YBR148W, YNL251C, YNR041C, YPL016W, YNL233W, YNL127W, YDL215C, YDR285W, YMR052W, YIL142W, YFL007W, YAR019C, YNCC0009C, YKL129C, YPR154W, YDR081C, YNL104C, YHL030W, YGR178C, YML017W, YBR097W, Q0140, YJR110W, YKL164C, YLR175W, YLR019W, YOR166C, YOL155C, YLR371W, YJR033C, YNL082W, YOR172W, YER017C, YDR069C, YOR373W, YDR218C, YPL051W, YHR149C, YMR043W, YLR318W, YAL009W, YJL165C, YGR207C, YGR013W, YKL089W, YLR373C, YOR330C, YFL033C, YHR034C, YKR098C, YKR082W, YPR095C, YLR309C, YGL197W, YPR024W, YBR274W, YGL022W, YDL202W, YFR008W, YLR238W, YKL029C, YPL216W, YBR083W, YDL203C, YMR189W, YPL103C, YML023C, YOR043W, YGL234W, YBR235W, YPL111W, YOL081W, YDL029W, YEL040W, YDR217C"
all.pooled,L,function,11,GO:0060255,regulation of macromolecule metabolic process,0.000891492,8.56E-07,58,195,1150,7166,0.00%,0,"YKL109W, YDR217C, YJL057C, YJL157C, YPL177C, YOR166C, YDR464W, YLR019W, YNL023C, YOR043W, YBR083W, YDR485C, YBR097W, YGR178C, YDR173C, YDR081C, YCR018C, YLR399C, YDR443C, YDR285W, YNL273W, YFL007W, YJR045C, YML029W, YIL149C, YDL122W, YJR127C, YBR274W, YNL251C, YPL016W, YER133W, YLR207W, YBR150C, YER111C, YFL033C, YDR174W, YKR082W, YGL178W, YLR373C, YPL190C, YIL147C, YGL014W, YLR176C, YLL013C, YFR022W, YMR043W, YAL035W, YIL038C, YKR095W, YNL288W, YLR183C, YLR451W, YDR138W, YDR069C, YMR164C, YOR172W, YBR112C, YLR256W"
all.pooled,L,function,12,GO:0048523,negative regulation of cellular process,0.000898024,8.63E-07,39,195,636,7166,0.00%,0,"YBR140C, YNL023C, YGL178W, YJL042W, YPR164W, YOR043W, YGL014W, YIL147C, YGL197W, YLR207W, YER133W, YDR217C, YJL157C, YOL081W, YLR019W, YKR082W, YPL177C, YDR285W, YDR443C, YGL086W, YLR451W, YML074C, YNL273W, YBR274W, YLR256W, YBR112C, YDL122W, YNL127W, YGL093W, YLR176C, YAL009W, YGR178C, YNL288W, YDR173C, YPR154W, YNR032W, YMR043W, YHR149C, YLR399C"
all.pooled,L,function,13,GO:0023052,signaling,0.001676081,1.61E-06,27,195,364,7166,0.00%,0,"YBR140C, YOR043W, YIL147C, YJL165C, YDL203C, YGL197W, YPR095C, YLR371W, YOL081W, YOL013C, YFL033C, YKL171W, YLR019W, YDR294C, YGL008C, YMR052W, YFR008W, YNL127W, YBR274W, YIL169C, YBR097W, YGR178C, YFR022W, YAL048C, YKL197C, YLR238W, YJL134W"
all.pooled,L,function,14,GO:0031323,regulation of cellular metabolic process,0.002052881,1.97E-06,57,195,1150,7166,0.00%,0,"YDR081C, YDR173C, YNR032W, YCR018C, YLR399C, YDR485C, YBR097W, YGR178C, YML029W, YIL149C, YNL127W, YDL122W, YBR274W, YJR127C, YDR285W, YDR443C, YFL007W, YNL273W, YJR045C, YJL057C, YPL111W, YJL157C, YPL177C, YLR019W, YKL109W, YDR217C, YBR083W, YNL023C, YBR140C, YOR043W, YAL035W, YMR043W, YNL288W, YIL038C, YLR176C, YFR022W, YAL009W, YLL013C, YOR172W, YBR112C, YLR256W, YDR138W, YLR451W, YDR069C, YMR164C, YBR150C, YER111C, YFL033C, YDR174W, YKR082W, YPL016W, YER133W, YLR207W, YIL147C, YGL014W, YLR373C, YGL178W"
all.pooled,L,function,15,GO:0019219,regulation of nucleobase-containing compound metabolic process,0.002621483,2.52E-06,42,195,742,7166,0.00%,0,"YIL149C, YOR172W, YBR274W, YJR127C, YLR256W, YBR112C, YDR138W, YDR443C, YDR285W, YLR451W, YJR045C, YMR164C, YDR069C, YNL273W, YNL288W, YIL038C, YDR173C, YDR081C, YMR043W, YLR399C, YCR018C, YDR485C, YLR176C, YGR178C, YBR097W, YBR083W, YBR140C, YNL023C, YLR373C, YGL178W, YOR043W, YFL033C, YER111C, YBR150C, YLR019W, YKR082W, YDR174W, YPL177C, YPL016W, YKL109W, YER133W, YDR217C"
all.pooled,L,function,16,GO:0007154,cell communication,0.003550054,3.41E-06,31,195,472,7166,0.00%,0,"YDR294C, YLR019W, YOL013C, YOL081W, YKL171W, YFL033C, YLR371W, YKL109W, YGL197W, YPR095C, YPL016W, YAL036C, YDL203C, YIL147C, YJL165C, YOR043W, YBR140C, YJL134W, YLR238W, YAL048C, YGR178C, YBR097W, YFR022W, YIL169C, YNL127W, YBR274W, YLR256W, YFR008W, YDR443C, YMR052W, YGL008C"
all.pooled,L,function,17,GO:0007165,signal transduction,0.003560647,3.42E-06,26,195,356,7166,0.00%,0,"YFR022W, YGR178C, YBR097W, YIL169C, YJL134W, YAL048C, YLR238W, YFR008W, YGL008C, YMR052W, YBR274W, YNL127W, YLR371W, YPR095C, YGL197W, YLR019W, YDR294C, YFL033C, YKL171W, YOL013C, YOL081W, YOR043W, YBR140C, YDL203C, YJL165C, YIL147C"
all.pooled,L,function,18,GO:0051171,regulation of nitrogen compound metabolic process,0.00658445,6.33E-06,53,195,1076,7166,0.00%,0,"YDR285W, YDR443C, YNL273W, YFL007W, YJR045C, YIL149C, YML029W, YDL122W, YBR274W, YJR127C, YDR485C, YBR097W, YGR178C, YDR081C, YDR173C, YCR018C, YLR399C, YNL023C, YBR140C, YOR043W, YBR083W, YKL109W, YDR217C, YJL057C, YPL111W, YJL157C, YPL177C, YLR019W, YLR451W, YDR138W, YDR069C, YMR164C, YOR172W, YBR112C, YLR256W, YLR176C, YLL013C, YMR043W, YAL035W, YIL038C, YNL288W, YGL178W, YLR373C, YIL147C, YGL014W, YPL016W, YER133W, YLR207W, YBR150C, YER111C, YFL033C, YDR174W, YKR082W"
all.pooled,L,function,19,GO:0080090,regulation of primary metabolic process,0.009142108,8.78E-06,54,195,1117,7166,0.00%,0,"YIL149C, YML029W, YJR127C, YBR274W, YDL122W, YDR285W, YDR443C, YJR045C, YNL273W, YFL007W, YDR173C, YDR081C, YLR399C, YCR018C, YDR485C, YBR097W, YGR178C, YBR083W, YNL023C, YBR140C, YOR043W, YJL157C, YJL057C, YPL111W, YLR019W, YPL177C, YKL109W, YDR217C, YOR172W, YLR256W, YBR112C, YLR451W, YDR138W, YMR164C, YDR069C, YIL038C, YNL288W, YMR043W, YAL035W, YLR176C, YLL013C, YAL009W, YGL014W, YIL147C, YGL178W, YLR373C, YFL033C, YBR150C, YER111C, YKR082W, YDR174W, YPL016W, YLR207W, YER133W"
all.pooled,L,function,20,GO:0045935,positive regulation of nucleobase-containing compound metabolic process,0.009967419,9.57E-06,27,195,400,7166,0.00%,0,"YER111C, YFL033C, YKR082W, YLR019W, YKL109W, YPL016W, YDR217C, YBR083W, YGL178W, YOR043W, YMR043W, YDR173C, YDR081C, YIL038C, YNL288W, YLR399C, YLR176C, YBR097W, YGR178C, YBR112C, YLR256W, YDR443C, YDR285W, YLR451W, YDR138W, YMR164C, YJR045C"
all.pooled,L,function,1,GO:0050789,regulation of biological process,6.66E-12,6.40E-15,97,195,1744,7166,0.00%,0,"YJL057C, YPR164W, YNL251C, YMR043W, YBR083W, YFR008W, YIL038C, YDR443C, YPR154W, YDR138W, YPL016W, YGL014W, YKL109W, YOR166C, YDR285W, YBR274W, YOR172W, YDR135C, YNL288W, YNL127W, YGL178W, YCR018C, YFL033C, YDR485C, YDR069C, YLR238W, YOR373W, YBR140C, YDR173C, YGR178C, YJL157C, YJR033C, YPR095C, YKL197C, YKR095W, YAL048C, YDR294C, YJR045C, YPL111W, YKR082W, YOL081W, YLR019W, YGL093W, YHR149C, YML029W, YJR127C, YDR217C, YKL129C, YPL177C, YAL036C, YLR451W, YML074C, YOL013C, YJL165C, YFR022W, YLR373C, YFR016C, YDL122W, YLR084C, YKL171W, YER133W, YOR043W, YNR032W, YMR164C, YJL134W, YNL023C, YIL169C, YMR052W, YLL013C, YGL008C, YGL197W, YLR256W, YDL029W, YLR371W, YDR174W, YBR112C, YDR081C, YAR019C, YNL273W, YAL009W, YFL007W, YLR183C, YNL172W, YBR097W, YLR207W, YLR399C, YGL086W, YLR176C, YBR150C, YAL035W, YPL190C, YER111C, YIL147C, YDL203C, YDR464W, YJL042W, YIL149C"
all.pooled,L,function,2,GO:0050794,regulation of cellular process,1.60E-10,1.54E-13,90,195,1619,7166,0.00%,0,"YDL029W, YLR371W, YLR256W, YDR081C, YDR174W, YBR112C, YAR019C, YFL007W, YNL273W, YAL009W, YJL134W, YMR164C, YNL023C, YLL013C, YIL169C, YMR052W, YGL008C, YGL197W, YLR176C, YBR150C, YIL147C, YDL203C, YER111C, YAL035W, YJL042W, YIL149C, YLR399C, YLR207W, YNL172W, YBR097W, YGL086W, YML074C, YLR451W, YOL013C, YJL165C, YFR022W, YDR217C, YKL129C, YPL177C, YAL036C, YER133W, YOR043W, YNR032W, YLR373C, YFR016C, YDL122W, YLR084C, YKL171W, YAL048C, YDR294C, YJR045C, YPL111W, YJL157C, YGR178C, YJR033C, YPR095C, YJR127C, YHR149C, YML029W, YKR082W, YLR019W, YOL081W, YGL093W, YIL038C, YDR443C, YDR138W, YPR154W, YPL016W, YGL014W, YKL109W, YJL057C, YPR164W, YMR043W, YBR083W, YFR008W, YFL033C, YCR018C, YDR485C, YOR373W, YDR173C, YBR140C, YLR238W, YDR069C, YDR285W, YDR135C, YOR172W, YNL288W, YBR274W, YGL178W, YNL127W"
all.pooled,L,function,3,GO:0065007,biological regulation,1.40E-09,1.34E-12,105,195,2142,7166,0.00%,0,"YNL127W, YGL178W, YNL288W, YDR135C, YOR172W, YBR274W, YDR285W, YDR069C, YLR238W, YDR173C, YBR140C, YOR373W, YDR485C, YCR018C, YFL033C, YFR008W, YBR083W, YMR043W, YNL251C, YJL057C, YPR164W, YOR166C, YPL016W, YKL109W, YGL014W, YPR154W, YDR138W, YDR443C, YIL038C, YGL093W, YOL081W, YLR019W, YKR082W, YML029W, YHR149C, YJR127C, YKR095W, YPR095C, YKL197C, YJR033C, YGR178C, YBR235W, YJL157C, YPL111W, YJR045C, YDR294C, YOR070C, YAL048C, YKL171W, YLR084C, YDL122W, YFR016C, YLR373C, YNR032W, YOR043W, YER133W, YAL036C, YPL177C, YKL129C, YBR263W, YDR217C, YFR022W, YJL165C, YOL013C, YLR451W, YML074C, YGL086W, YJL129C, YBR097W, YNL172W, YLR399C, YLR207W, YLR183C, YIL149C, YMR205C, YDR464W, YJL042W, YAL035W, YPL190C, YER111C, YDL203C, YIL147C, YMR189W, YBR150C, YLR176C, YHR034C, YGL197W, YGL008C, YIL169C, YMR052W, YLL013C, YNL023C, YMR164C, YJL134W, YAL009W, YNL273W, YFL007W, YAR019C, YLR318W, YDR174W, YBR112C, YDR081C, YLR256W, YLR371W, YDL029W"
all.pooled,L,function,4,GO:0048522,positive regulation of cellular process,3.44E-06,3.30E-09,48,195,730,7166,0.00%,0,"YGL178W, YLR084C, YNL127W, YDR285W, YFR016C, YNL288W, YOR373W, YDR173C, YOR043W, YFL033C, YER133W, YBR083W, YAL036C, YDR217C, YMR043W, YKL129C, YIL038C, YPR154W, YDR443C, YDR138W, YPL016W, YKL109W, YJL165C, YFR022W, YLR451W, YLR399C, YLR019W, YBR097W, YGL086W, YKR082W, YML029W, YLR176C, YDL203C, YER111C, YLL013C, YPR095C, YGL008C, YMR164C, YGR178C, YAR019C, YFL007W, YAL009W, YJR045C, YDL029W, YLR371W, YLR256W, YDR081C, YBR112C"
all.pooled,L,function,5,GO:0048518,positive regulation of biological process,1.09E-05,1.05E-08,48,195,756,7166,0.00%,0,"YDL203C, YER111C, YLR176C, YML029W, YKR082W, YGL086W, YLR399C, YLR019W, YBR097W, YDR081C, YBR112C, YDL029W, YLR371W, YLR256W, YFL007W, YAL009W, YJR045C, YAR019C, YMR164C, YGR178C, YGL008C, YLL013C, YPR095C, YFL033C, YER133W, YOR373W, YDR173C, YOR043W, YFR016C, YNL288W, YDR285W, YGL178W, YLR084C, YNL127W, YLR451W, YKL109W, YPL016W, YJL165C, YFR022W, YIL038C, YPR154W, YDR443C, YDR138W, YKL129C, YMR043W, YDR217C, YAL036C, YBR083W"
all.pooled,L,function,6,GO:0048519,negative regulation of biological process,3.30E-05,3.17E-08,47,195,757,7166,0.00%,0,"YLL013C, YGL197W, YKR095W, YJL157C, YGR178C, YNL023C, YAR019C, YAL009W, YNL273W, YLR256W, YBR112C, YLR019W, YLR207W, YLR399C, YOL081W, YGL093W, YGL086W, YKR082W, YJL042W, YDR464W, YHR149C, YLR176C, YIL147C, YPL190C, YPL177C, YPR164W, YDR217C, YNL251C, YMR043W, YIL038C, YPR154W, YDR443C, YGL014W, YOR166C, YML074C, YLR451W, YDL122W, YGL178W, YNL127W, YDR285W, YNL288W, YBR274W, YBR140C, YDR173C, YOR043W, YNR032W, YER133W"
all.pooled,L,function,7,GO:0050896,response to stimulus,6.96E-05,6.68E-08,66,195,1296,7166,0.00%,0,"YFR008W, YAL036C, YBR083W, YKL129C, YPR164W, YDR217C, YJL057C, YJL165C, YFR022W, YPL016W, YKL109W, YHL030W, YDR406W, YDR443C, YDR138W, YOL013C, YJR131W, YKL171W, YLR336C, YNL127W, YDR135C, YBR274W, YDL102W, YOR043W, YDR069C, YLR238W, YML023C, YBR140C, YPL051W, YER133W, YLR426W, YFL033C, YGL008C, YKR095W, YGL197W, YIL169C, YMR052W, YPR095C, YGR178C, YLR309C, YJL134W, YJL157C, YNL273W, YJR045C, YFL007W, YBR112C, YDR294C, YNL082W, YLR256W, YLL036C, YAL048C, YLR371W, YGL086W, YBR097W, YOL081W, YLR019W, YLR207W, YLR399C, YLR183C, YKR082W, YIL149C, YML029W, YER111C, YIL147C, YDL203C, YMR276W"
all.pooled,L,function,8,GO:0051716,cellular response to stimulus,0.000106535,1.02E-07,60,195,1138,7166,0.00%,0,"YER133W, YPL051W, YFL033C, YLR238W, YML023C, YOR043W, YBR140C, YBR274W, YDL102W, YKL171W, YNL127W, YJR131W, YFR022W, YJL165C, YHL030W, YPL016W, YKL109W, YDR443C, YOL013C, YDR138W, YJL057C, YDR217C, YPR164W, YFR008W, YAL036C, YBR083W, YER111C, YDL203C, YIL147C, YMR276W, YML029W, YIL149C, YLR183C, YKR082W, YGL086W, YBR097W, YOL081W, YLR019W, YLR399C, YLR207W, YBR112C, YDR294C, YAL048C, YLL036C, YLR256W, YNL082W, YLR371W, YJR045C, YNL273W, YFL007W, YGR178C, YLR309C, YJL157C, YJL134W, YGL197W, YKR095W, YGL008C, YIL169C, YMR052W, YPR095C"
all.pooled,L,function,9,GO:0019222,regulation of metabolic process,0.000172469,1.66E-07,63,195,1239,7166,0.00%,0,"YML029W, YIL149C, YJR127C, YDR464W, YAL035W, YPL190C, YER111C, YIL147C, YLR176C, YBR150C, YBR097W, YLR019W, YLR399C, YLR207W, YLR183C, YKR082W, YPL111W, YJR045C, YAL009W, YNL273W, YFL007W, YDR174W, YBR112C, YDR081C, YLR256W, YKR095W, YLL013C, YNL023C, YMR164C, YGR178C, YJL157C, YOR043W, YDR069C, YNR032W, YDR173C, YBR140C, YDR485C, YER133W, YCR018C, YFL033C, YNL127W, YGL178W, YDL122W, YOR172W, YNL288W, YBR274W, YLR373C, YDR285W, YFR022W, YKL109W, YPL016W, YGL014W, YOR166C, YIL038C, YDR138W, YDR443C, YLR451W, YPL177C, YBR083W, YMR043W, YJL057C, YDR217C, YNL251C"
